LAT;DUMMY;;;;;;;;;;
LONG;DUMMY;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Precipitação [mm];Velocidade do Vento [km/h];Veloc Max do Vento [km/h];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Hora;méd;méd;méd;méd;soma;méd;máx;últ;últ;méd;Evapotranspiração Diária [mm]
2018-09-22 09:00:00;19,66;15,8;399;0,48;0;4,7;11,9;10022;6798;;
2018-09-22 08:00:00;17,66;15,3;150;0,26;0;2,9;9,7;9212;6784;;
2018-09-22 07:00:00;16,21;15,3;17;0,09;0;0;5,4;6935;6642;;
2018-09-22 06:00:00;16,43;15,6;0;0,08;0;0,4;5;0;6440;;
2018-09-22 05:00:00;16,78;15,8;0;0,09;0;0;2,9;0;6442;;
2018-09-22 04:00:00;17,11;16;0;0,11;0;0,4;2,2;0;6445;;
2018-09-22 03:00:00;17,43;16,1;0;0,15;0;0,4;3,2;0;6454;;
2018-09-22 02:00:00;17,68;16,3;0;0,15;0;0;2,5;0;6459;;
2018-09-22 01:00:00;17,94;16,4;0;0,17;0;1,4;5,8;0;6468;;
2018-09-22 00:00:00;19,07;16,7;0;0,28;0;3,6;6,8;0;6505;;3,4
2018-09-21 23:00:00;19,47;17;0;0,31;0;4,7;10,4;0;6508;;
2018-09-21 22:00:00;19,65;17,1;0;0,32;0;5;9,4;0;6511;;
2018-09-21 21:00:00;19,91;17,3;0;0,33;0;4,7;10,4;0;6514;;
2018-09-21 20:00:00;20,32;17,3;0;0,39;0;5;10,4;0;6516;;
2018-09-21 19:00:00;21,78;15;0;0,89;0;1,4;7,2;0;6522;;
2018-09-21 18:00:00;24,33;14,6;55;1,36;0;2,2;7,2;4304;6707;;
2018-09-21 17:00:00;25,17;14;313;1,58;0;4;11,2;9878;6796;;
2018-09-21 16:00:00;25,46;13,5;526;1,69;0;5;12,2;10089;6798;;
2018-09-21 15:00:00;25,35;14,7;745;1,55;0;5;13,7;10089;6793;;
2018-09-21 14:00:00;24,92;16;897;1,31;0;4;12,2;10075;6798;;
2018-09-21 13:00:00;23,5;16,6;775;0,98;0;5;14,8;10103;6790;;
2018-09-21 12:00:00;21,73;18,4;831;0,47;0;3,2;11,2;9868;6798;;
2018-09-21 11:00:00;17,49;17,3;620;0,01;0;2,9;8,3;10127;6798;;
2018-09-21 10:00:00;15,53;15,3;256;0,01;0;4;10,4;9274;6790;;
2018-09-21 09:00:00;14,73;14,5;145;0,01;0;4;10,1;7601;6781;;
2018-09-21 08:00:00;14,09;13,9;56;0,01;0;4,3;12,6;6978;6690;;
2018-09-21 07:00:00;13,84;13,6;7;0,01;0;2,2;9;6671;6514;;
2018-09-21 06:00:00;13,61;13,4;0;0,01;0;0,7;5;0;6448;;
2018-09-21 05:00:00;13,73;13,5;0;0,01;0;0;1,4;0;6448;;
2018-09-21 04:00:00;13,86;13,6;0;0,01;0;0,4;3,6;0;6477;;
2018-09-21 03:00:00;14,01;13,8;0;0,01;0;1,1;5,8;0;6485;;
2018-09-21 02:00:00;14,22;14;0;0,01;0;2,5;6,8;0;6496;;
2018-09-21 01:00:00;14,31;14,1;0;0,01;0;1,8;6,5;0;6499;;
2018-09-21 00:00:00;14,47;14,2;0;0,01;0;1,1;8,6;0;6511;;1,8
2018-09-20 23:00:00;14,33;14,1;0;0,01;0;2,9;8,6;0;6522;;
2018-09-20 22:00:00;14,1;13,9;0;0,01;0;4,3;13,7;0;6525;;
2018-09-20 21:00:00;13,77;13,6;0;0,01;0;8,3;18;0;6531;;
2018-09-20 20:00:00;14,2;14;0;0,01;0;7,2;17,6;0;6534;;
2018-09-20 19:00:00;15,28;15;0;0,01;0;4,7;18,4;0;6542;;
2018-09-20 18:00:00;16,89;15,7;56;0,13;0;3,6;9,7;1821;6713;;
2018-09-20 17:00:00;18,58;15,9;227;0,31;0;3,2;10,1;10031;6807;;
2018-09-20 16:00:00;18,2;15,8;332;0,28;0;3,6;10,8;10017;6804;;
2018-09-20 15:00:00;16,51;15,5;363;0,1;0;9,4;23,4;10007;6804;;
2018-09-20 14:00:00;15,37;14,7;185;0,05;0;10,4;23;10003;6807;;
2018-09-20 13:00:00;16;14,5;245;0,15;0;7,6;19,1;9868;6796;;
2018-09-20 12:00:00;17,25;14,8;448;0,27;0;7,2;16,9;10127;6801;;
2018-09-20 11:00:00;16,37;14,7;441;0,17;0;9,4;18,7;10185;6804;;
2018-09-20 10:00:00;17,17;14,7;297;0,27;0;6,1;14,4;9782;6798;;
2018-09-20 09:00:00;16,15;14,4;189;0,18;0;5,8;11,5;9039;6790;;
2018-09-20 08:00:00;14,9;13,9;72;0,08;0;5,8;13;6969;6684;;
2018-09-20 07:00:00;14,54;13,6;11;0,08;0;4,7;11,2;5373;6511;;
2018-09-20 06:00:00;15,48;13,4;0;0,21;0;5;15,8;0;6451;;
2018-09-20 05:00:00;15,62;13,8;0;0,17;0;5,8;12,2;0;6459;;
2018-09-20 04:00:00;15,47;14,6;0;0,08;0;4,7;14;0;6465;;
2018-09-20 03:00:00;15,25;14,9;0;0,02;0;10,4;21,2;0;6479;;
2018-09-20 02:00:00;14,93;14,7;0;0,01;0;10,8;23,8;0;6479;;
2018-09-20 01:00:00;15,4;15,1;0;0,01;0;11,5;25,9;0;6494;;
2018-09-20 00:00:00;16,61;15,4;0;0,12;0;10,8;24,5;0;6511;;3,2
2018-09-19 23:00:00;18,67;14,5;0;0,49;0;7,6;18,4;0;6511;;
2018-09-19 22:00:00;19,18;14,3;0;0,57;0;5,4;13;0;6514;;
2018-09-19 21:00:00;21,12;13,4;0;0,95;0;0,7;8,3;0;6514;;
2018-09-19 20:00:00;21,05;13,6;0;0,91;0;0,4;2,2;0;6514;;
2018-09-19 19:00:00;21,59;14,5;0;0,9;0;0,4;4;0;6531;;
2018-09-19 18:00:00;22,44;15,5;47;0,93;0;1,4;5,4;1859;6702;;
2018-09-19 17:00:00;23,49;15,2;171;1,15;0;3,2;10,1;8967;6778;;
2018-09-19 16:00:00;24,33;14,8;390;1,34;0;5,4;15,1;9629;6796;;
2018-09-19 15:00:00;24,77;14,6;604;1,44;0;6,1;15,8;10122;6790;;
2018-09-19 14:00:00;24,33;15,5;754;1,27;0;7,2;20,2;10132;6793;;
2018-09-19 13:00:00;23,6;14,8;839;1,21;0;7,2;17,3;10137;6790;;
2018-09-19 12:00:00;22,5;14,8;838;1,03;0;5;15,1;10170;6796;;
2018-09-19 11:00:00;20;14,6;733;0,66;0;4;10,4;10146;6796;;
2018-09-19 10:00:00;17,03;14,3;449;0,3;0;3,6;9;10075;6798;;
2018-09-19 09:00:00;15,17;13,3;239;0,18;0,2;3,2;8,3;9552;6790;;
2018-09-19 08:00:00;13,84;11,9;129;0,17;0;1,4;5,8;9696;6801;;
2018-09-19 07:00:00;11,99;11,2;15;0,06;0;0,4;5,4;6964;6673;;
2018-09-19 06:00:00;11,14;10,9;0;0,01;0;0;3,2;0;6459;;
2018-09-19 05:00:00;11,43;11,2;0;0,01;0;1,1;5,8;0;6468;;
2018-09-19 04:00:00;11,62;11,2;0;0,02;0;0;5,4;0;6482;;
2018-09-19 03:00:00;12,61;12,2;0;0,03;0,2;0;2,9;0;6491;;
2018-09-19 02:00:00;13,31;12,6;0;0,05;0;0;1,8;0;6502;;
2018-09-19 01:00:00;13,95;13,2;0;0,06;0;0;3,6;0;6505;;
2018-09-19 00:00:00;14,33;13,6;0;0,06;0;0;3,2;0;6522;;1,7
2018-09-18 23:00:00;15,11;13,5;0;0,15;0;0,4;2,9;0;6519;;
2018-09-18 22:00:00;15,41;13,6;0;0,17;0;0;1,8;0;6522;;
2018-09-18 21:00:00;15,51;13,7;0;0,18;0;0;1,8;0;6525;;
2018-09-18 20:00:00;15,94;13,7;0;0,23;0;0;2,5;0;6531;;
2018-09-18 19:00:00;16,48;14;0;0,26;0;0;3,2;0;6539;;
2018-09-18 18:00:00;17,83;14,1;61;0,41;0;2,2;6,5;5406;6739;;
2018-09-18 17:00:00;18,56;13,9;175;0,54;0;3,6;8,6;9001;6784;;
2018-09-18 16:00:00;18,8;13,8;258;0,57;0;3,2;9,4;9835;6796;;
2018-09-18 15:00:00;19,07;13,9;398;0,59;0;3,6;11,2;10089;6801;;
2018-09-18 14:00:00;17,97;13,9;409;0,45;0;1,8;7,2;10108;6804;;
2018-09-18 13:00:00;17,06;13,8;361;0,35;0;1,8;7,9;10051;6804;;
2018-09-18 12:00:00;15,91;13,4;160;0,25;0;3,6;8,3;9988;6807;;
2018-09-18 11:00:00;16,38;13;261;0,35;0;1,4;6,5;9691;6790;;
2018-09-18 10:00:00;15,57;13,2;229;0,23;0;1,4;6,8;9801;6798;;
2018-09-18 09:00:00;14,48;13,6;134;0,08;0;1,1;4,3;7400;6776;;
2018-09-18 08:00:00;13,83;13,3;33;0,04;0;0,4;2,5;6849;6599;;
2018-09-18 07:00:00;13,62;13,3;0;0,02;0;0,4;2,5;2410;6465;;
2018-09-18 06:00:00;13,73;13,4;0;0,02;0;2,2;6,1;0;6448;;
2018-09-18 05:00:00;13,7;13,4;0;0,02;0;3,2;10,1;0;6448;;
2018-09-18 04:00:00;13,67;13,3;0;0,02;0;4,3;11,9;0;6457;;
2018-09-18 03:00:00;13,76;13,4;0;0,02;0;3,6;8,6;0;6459;;
2018-09-18 02:00:00;13,74;13,4;0;0,02;0;4,7;13;0;6465;;
2018-09-18 01:00:00;13,69;13,4;0;0,01;0;4,7;12,2;0;6482;;
2018-09-18 00:00:00;13,9;13,4;0;0,03;0;5,8;14,4;0;6502;;2,1
2018-09-17 23:00:00;14,48;13,7;0;0,06;0;5;11,9;0;6508;;
2018-09-17 22:00:00;14,57;14,2;0;0,02;0;2,9;6,5;0;6522;;
2018-09-17 21:00:00;14,8;14,2;0;0,05;0,2;1,8;6,1;0;6522;;
2018-09-17 20:00:00;14,71;14,2;0;0,04;0;3,6;14,8;0;6522;;
2018-09-17 19:00:00;14,64;14,2;0;0,02;0,4;6,5;14,8;0;6531;;
2018-09-17 18:00:00;14,52;14,3;0;0,01;2,6;3,2;10,8;795;6536;;
2018-09-17 17:00:00;14,51;14,1;3;0,03;5,8;4;10,1;3877;6579;;
2018-09-17 16:00:00;16,11;13,6;25;0,25;2;4,7;9,7;2286;6722;;
2018-09-17 15:00:00;18,19;12,7;103;0,6;0;5,8;18,4;6868;6756;;
2018-09-17 14:00:00;19,02;12,8;224;0,7;0;7,6;24,1;9384;6793;;
2018-09-17 13:00:00;20,17;13,3;718;0,82;0;9,7;26,3;9988;6801;;
2018-09-17 12:00:00;19,32;13,4;575;0,68;0;9,4;29,2;10190;6801;;
2018-09-17 11:00:00;18,11;13,5;502;0,52;0;8,6;18,7;10194;6798;;
2018-09-17 10:00:00;16,74;13;319;0,39;0;7,6;18,7;9873;6796;;
2018-09-17 09:00:00;15,7;12,5;152;0,31;0;6,1;13,3;7055;6756;;
2018-09-17 08:00:00;15,04;11,9;91;0,3;0;6,8;17,3;7012;6719;;
2018-09-17 07:00:00;14,41;11,6;9;0,26;0;6,5;17,3;6791;6542;;
2018-09-17 06:00:00;14,43;11,7;0;0,25;0;6,5;17,3;0;6454;;
2018-09-17 05:00:00;14,6;11,8;0;0,26;0;6,5;18,4;0;6468;;
2018-09-17 04:00:00;14,59;11,9;0;0,25;0;7,6;21,2;0;6468;;
2018-09-17 03:00:00;14,78;12,2;0;0,25;0;7,9;17,3;0;6482;;
2018-09-17 02:00:00;15,14;12,5;0;0,25;0;8,6;24,1;0;6494;;
2018-09-17 01:00:00;15,24;12,7;0;0,24;0;8,3;16,9;0;6496;;
2018-09-17 00:00:00;15,29;12,8;0;0,24;0;5,4;14;0;6514;;2,8
2018-09-16 23:00:00;15,55;12,9;0;0,26;0;7,2;16,9;0;6514;;
2018-09-16 22:00:00;15,74;13,1;0;0,27;0;6,8;15,1;0;6525;;
2018-09-16 21:00:00;16,12;13,3;0;0,28;0;6,1;15,5;0;6522;;
2018-09-16 20:00:00;16,81;14;0;0,29;0;5;10,4;0;6525;;
2018-09-16 19:00:00;17,42;15,2;0;0,24;0;2,2;8,3;0;6528;;
2018-09-16 18:00:00;18,11;14,8;32;0,38;0;4;16,6;1864;6710;;
2018-09-16 17:00:00;18,57;14,8;85;0,44;0,2;0,7;3,2;8301;6778;;
2018-09-16 16:00:00;19,77;13,7;131;0,72;0,8;2,9;9,4;8440;6776;;
2018-09-16 15:00:00;21,05;13;391;0,98;0;3,6;11,2;10070;6798;;
2018-09-16 14:00:00;20,82;13,1;446;0,93;0;4,3;11,2;10075;6790;;
2018-09-16 13:00:00;20,78;13,6;759;0,88;0;6,1;15,1;10132;6793;;
2018-09-16 12:00:00;19,68;13,5;827;0,73;0;6,5;17,3;10204;6793;;
2018-09-16 11:00:00;18,2;13;738;0,57;0;6,5;16,9;10228;6801;;
2018-09-16 10:00:00;16,55;12,3;574;0,44;0;8,6;19,4;10233;6801;;
2018-09-16 09:00:00;14,86;11,6;361;0,31;0;9;20,2;10103;6804;;
2018-09-16 08:00:00;13,3;11,1;107;0,18;0;6,5;14,8;7055;6759;;
2018-09-16 07:00:00;12,32;10,7;5;0,13;0;7,2;15,1;6810;6559;;
2018-09-16 06:00:00;11,87;10,8;0;0,07;0;5,4;11,9;0;6442;;
2018-09-16 05:00:00;12,07;11;0;0,08;0;5,8;13,3;0;6451;;
2018-09-16 04:00:00;12,69;10,9;0;0,14;0;5,4;14;0;6468;;
2018-09-16 03:00:00;13,19;11,1;0;0,18;0;5,8;15,5;0;6474;;
2018-09-16 02:00:00;13,39;11,4;0;0,17;0;7,2;15,8;0;6485;;
2018-09-16 01:00:00;13,52;11,7;0;0,16;0;7,9;16,2;0;6499;;
2018-09-16 00:00:00;13,83;11,9;0;0,17;0;9,4;24,1;0;6511;;2,3
2018-09-15 23:00:00;13,99;12;0;0,18;0;7,6;18;0;6516;;
2018-09-15 22:00:00;14,47;12,4;0;0,19;0;6,8;15,1;0;6525;;
2018-09-15 21:00:00;15,91;12,7;0;0,32;0;5,8;17,3;0;6531;;
2018-09-15 20:00:00;16,57;11,9;0;0,47;0;1,1;2,9;0;6534;;
2018-09-15 19:00:00;17;11,7;0;0,55;0;0,7;3,2;0;6542;;
2018-09-15 18:00:00;17,74;12,3;42;0,58;0;0,4;3,6;4788;6727;;
2018-09-15 17:00:00;17,56;12,9;59;0,5;0;1,4;5;9001;6784;;
2018-09-15 16:00:00;17,89;12,6;100;0,57;0;4;11,9;9255;6793;;
2018-09-15 15:00:00;19,85;12,8;732;0,82;0;5,8;13,7;9921;6798;;
2018-09-15 14:00:00;18,74;12,7;700;0,68;0;5;14,4;10185;6798;;
2018-09-15 13:00:00;17,46;13,3;436;0,45;0;5;15,1;10190;6798;;
2018-09-15 12:00:00;17,31;14,1;766;0,35;0;5;15,5;10218;6798;;
2018-09-15 11:00:00;15,26;13,8;347;0,14;0;4,7;11,5;9820;6807;;
2018-09-15 10:00:00;13,97;13,3;178;0,05;0;5,4;19,1;9408;6790;;
2018-09-15 09:00:00;13,08;12,8;33;0,01;1,6;1,4;7,6;6983;6693;;
2018-09-15 08:00:00;13,04;12,5;0;0,03;1,6;3,6;12,6;2904;6468;;
2018-09-15 07:00:00;13,2;12,3;0;0,06;0,8;6,8;16,2;661;6448;;
2018-09-15 06:00:00;13,75;12,1;0;0,14;4;6,1;14;0;6457;;
2018-09-15 05:00:00;13,82;12;0;0,16;0;7,2;18,4;0;6468;;
2018-09-15 04:00:00;13,42;12,1;0;0,11;0,2;7,2;18;0;6479;;
2018-09-15 03:00:00;13,67;11,9;0;0,15;0,4;8,6;22,7;0;6496;;
2018-09-15 02:00:00;13,64;12;0;0,14;0,2;8,3;22;0;6502;;
2018-09-15 01:00:00;13,94;11,9;0;0,18;0;7,9;23,8;0;6514;;
2018-09-15 00:00:00;14,21;12,2;0;0,18;0;9;20,5;0;6519;;0,9
2018-09-14 23:00:00;14,48;12,8;0;0,15;0;9,7;20,2;0;6528;;
2018-09-14 22:00:00;14,81;13,4;0;0,13;0;9,4;21,6;0;6531;;
2018-09-14 21:00:00;14,86;13,9;0;0,09;0;6,1;11,5;0;6534;;
2018-09-14 20:00:00;15,11;14,3;0;0,07;0;5,4;12,2;0;6534;;
2018-09-14 19:00:00;15,18;14,7;0;0,03;0;2,5;6,5;0;6545;;
2018-09-14 18:00:00;15,47;14,9;92;0,04;0,4;3,6;11,5;3139;6724;;
2018-09-14 17:00:00;15,1;14,8;49;0,02;1,8;1,8;6,5;8215;6778;;
2018-09-14 16:00:00;15,4;14,9;49;0,03;0,6;0,7;4,3;7002;6764;;
2018-09-14 15:00:00;15,71;14,7;101;0,08;0,6;0,7;5;9274;6793;;
2018-09-14 14:00:00;15,57;14,1;119;0,14;0;3,6;10,1;9552;6790;;
2018-09-14 13:00:00;15,59;13,4;183;0,22;0,2;5,4;12,6;8742;6781;;
2018-09-14 12:00:00;15,07;13,4;160;0,15;0;6,1;15,8;7841;6778;;
2018-09-14 11:00:00;14,78;14,2;163;0,04;0,4;6,8;16,9;8919;6787;;
2018-09-14 10:00:00;14,31;14,1;35;0,01;1,4;5,8;16,9;6906;6628;;
2018-09-14 09:00:00;14,22;14;8;0,01;1,6;3,2;14,4;5636;6519;;
2018-09-14 08:00:00;14,18;14;0;0,01;4;4;10,8;2612;6468;;
2018-09-14 07:00:00;14,27;14;0;0,01;0,8;6,1;14;2923;6459;;
2018-09-14 06:00:00;14,43;14,2;0;0,01;0,6;6,8;17,6;0;6451;;
2018-09-14 05:00:00;14,59;14,4;0;0,01;0,4;7,2;14,8;0;6457;;
2018-09-14 04:00:00;14,69;14,5;0;0,01;0,4;6,8;16,2;0;6477;;
2018-09-14 03:00:00;15,09;14,9;0;0,01;0,8;6,8;15,5;0;6485;;
2018-09-14 02:00:00;15,28;15,1;0;0,01;2;5,8;12,6;0;6491;;
2018-09-14 01:00:00;15,51;15,3;0;0,01;4,4;4,3;12,2;0;6502;;
2018-09-14 00:00:00;15,86;15,3;0;0,04;2,4;6,8;16,9;0;6508;;2,8
2018-09-13 23:00:00;17,51;14,1;0;0,37;0;1,4;10,8;0;6516;;
2018-09-13 22:00:00;17,87;13,8;0;0,45;0;0;1,8;0;6522;;
2018-09-13 21:00:00;18,34;13,8;0;0,51;0;0,4;2,9;0;6522;;
2018-09-13 20:00:00;18,58;13,5;0;0,57;0;0;2,2;0;6516;;
2018-09-13 19:00:00;18,99;13,5;0;0,62;0;0;1,8;0;6528;;
2018-09-13 18:00:00;19,98;13,9;33;0,73;0;2,2;6,8;1792;6704;;
2018-09-13 17:00:00;20,65;13,8;92;0,84;0;2,5;7,2;5674;6730;;
2018-09-13 16:00:00;21,17;13,9;233;0,9;0;2,9;8,3;9552;6790;;
2018-09-13 15:00:00;21,38;13,4;404;0,98;0;5,4;12,6;10055;6793;;
2018-09-13 14:00:00;21,49;13,6;576;0,98;0;7,2;17,3;10146;6793;;
2018-09-13 13:00:00;20,97;13,8;781;0,88;0;7,9;18,7;10209;6796;;
2018-09-13 12:00:00;19,69;13,5;604;0,73;0;8,3;20,2;10122;6798;;
2018-09-13 11:00:00;18,46;12,8;617;0,63;0;8,3;18;10218;6798;;
2018-09-13 10:00:00;16,56;12,2;435;0,45;0;9,4;20,5;10209;6798;;
2018-09-13 09:00:00;15,18;11,7;321;0,33;0;9,4;25,6;9873;6798;;
2018-09-13 08:00:00;13,46;11,1;96;0,2;0;7,6;16,6;9662;6801;;
2018-09-13 07:00:00;12,74;10,8;17;0,16;0;5,8;13,3;6911;6628;;
2018-09-13 06:00:00;12,74;10,8;0;0,16;0;6,5;13,7;0;6454;;
2018-09-13 05:00:00;13;10,9;0;0,18;0;7,2;20,9;0;6468;;
2018-09-13 04:00:00;13,12;11;0;0,18;0;6,8;15,8;0;6474;;
2018-09-13 03:00:00;13,33;11;0;0,2;0;6,8;16,2;0;6494;;
2018-09-13 02:00:00;13,68;11,1;0;0,23;0;6,8;15,8;0;6508;;
2018-09-13 01:00:00;14,07;11,2;0;0,26;0;7,2;16,2;0;6511;;
2018-09-13 00:00:00;14,5;11,3;0;0,3;0;6,8;16,2;0;6514;;3,8
2018-09-12 23:00:00;15,28;11;0;0,4;0;8,6;22,3;0;6525;;
2018-09-12 22:00:00;16,17;10,6;0;0,54;0;7,9;18,7;0;6525;;
2018-09-12 21:00:00;17,19;10,3;0;0,69;0;7,2;18,7;0;6528;;
2018-09-12 20:00:00;18,24;10,4;0;0,81;0;7,6;18;0;6522;;
2018-09-12 19:00:00;19,44;10,2;0;1;0;5,4;14,8;0;6534;;
2018-09-12 18:00:00;20,95;10,3;56;1,2;0;5,4;15,8;4884;6719;;
2018-09-12 17:00:00;22,77;11;312;1,44;0;6,5;17,3;9983;6793;;
2018-09-12 16:00:00;22,86;11,7;461;1,39;0;6,5;15,5;10122;6793;;
2018-09-12 15:00:00;22,83;11,9;698;1,36;0;7,2;22,3;10166;6796;;
2018-09-12 14:00:00;22,23;12,4;814;1,23;0;7,9;19,1;10170;6798;;
2018-09-12 13:00:00;21,16;12,7;862;1,03;0;7,6;18,4;10156;6790;;
2018-09-12 12:00:00;19,53;12,2;837;0,83;0;10,1;26,3;10257;6804;;
2018-09-12 11:00:00;17,6;11,6;728;0,63;0;11,2;24,5;10261;6793;;
2018-09-12 10:00:00;16,13;10,9;561;0,51;0;12,6;34,9;10252;6804;;
2018-09-12 09:00:00;14,69;10,2;347;0,41;0;11,5;28,1;10055;6804;;
2018-09-12 08:00:00;12,99;9,7;121;0,28;0;8,6;23,8;9720;6798;;
2018-09-12 07:00:00;11,91;9,2;1;0,22;0;8,6;18,4;5981;6499;;
2018-09-12 06:00:00;11,64;9;0;0,2;0;9,7;25,6;0;6468;;
2018-09-12 05:00:00;11,21;8,9;0;0,18;0;7,9;19,8;0;6482;;
2018-09-12 04:00:00;11,39;9;0;0,18;0;8,3;17,6;0;6494;;
2018-09-12 03:00:00;11,43;9,2;0;0,17;0;7,9;18;0;6505;;
2018-09-12 02:00:00;11,58;9,3;0;0,17;0;8,3;17,6;0;6516;;
2018-09-12 01:00:00;11,8;9,4;0;0,18;0;10,1;21,6;0;6516;;
2018-09-12 00:00:00;11,89;9,4;0;0,19;0;9;22;0;6522;;2,2
2018-09-11 23:00:00;12,16;9,4;0;0,22;0;9,7;24,5;0;6528;;
2018-09-11 22:00:00;12,39;9,5;0;0,24;0;10,8;25,2;0;6536;;
2018-09-11 21:00:00;12,72;9,6;0;0,26;0;10,1;22,7;0;6528;;
2018-09-11 20:00:00;12,85;10,4;0;0,2;0;7,9;17,3;0;6536;;
2018-09-11 19:00:00;13,51;10,8;0;0,24;0;7,2;16,2;0;6542;;
2018-09-11 18:00:00;14,97;11,2;61;0,35;0;8,6;23;4050;6722;;
2018-09-11 17:00:00;16,15;11,3;244;0,48;0;9,4;23;9955;6798;;
2018-09-11 16:00:00;16,88;11,7;477;0,53;0;9,4;20,2;10223;6804;;
2018-09-11 15:00:00;16,86;11,2;389;0,57;0;8,6;27,4;10127;6804;;
2018-09-11 14:00:00;17,12;11,6;568;0,57;0;9,4;22,7;10118;6801;;
2018-09-11 13:00:00;16,73;11,4;427;0,54;0;7,6;18;10170;6807;;
2018-09-11 12:00:00;16,06;10,6;241;0,53;0;6,5;15,1;10055;6804;;
2018-09-11 11:00:00;15,91;10,7;470;0,5;0;7,6;17,3;9959;6804;;
2018-09-11 10:00:00;14,77;10,5;453;0,4;0;8,6;18,7;10156;6798;;
2018-09-11 09:00:00;12,94;10,2;209;0,23;0;7,9;15,1;9830;6804;;
2018-09-11 08:00:00;11,92;10,1;66;0,14;0;8,3;20,2;7036;6739;;
2018-09-11 07:00:00;11,17;9,9;2;0,09;0;5,8;14,4;6269;6502;;
2018-09-11 06:00:00;11,53;9,7;0;0,14;0;6,5;16,2;0;6451;;
2018-09-11 05:00:00;12,03;10,4;0;0,13;0;5,4;13,3;0;6451;;
2018-09-11 04:00:00;12,14;10,8;0;0,1;0;5;13;0;6459;;
2018-09-11 03:00:00;12,15;10,8;0;0,1;0;5,4;14,8;0;6474;;
2018-09-11 02:00:00;12,43;10,8;0;0,13;0;4;10,1;0;6488;;
2018-09-11 01:00:00;12,92;11,1;0;0,15;0;4,7;11,5;0;6488;;
2018-09-11 00:00:00;13,57;10,7;0;0,25;0;7,2;17,6;0;6511;;3,1
2018-09-10 23:00:00;13,45;11,7;0;0,15;0;6,5;16,6;0;6514;;
2018-09-10 22:00:00;12,98;12,6;0;0,02;0;6,1;13,7;0;6522;;
2018-09-10 21:00:00;13,1;12,7;0;0,02;0;5,8;12,6;0;6525;;
2018-09-10 20:00:00;13,85;13;0;0,07;0;6,8;14,4;0;6534;;
2018-09-10 19:00:00;14,34;13,2;0;0,1;0;8,6;20,5;0;6531;;
2018-09-10 18:00:00;16,2;13,6;62;0,26;0;9;20,5;3081;6713;;
2018-09-10 17:00:00;17,78;13,6;257;0,46;0;10,4;22,3;10036;6810;;
2018-09-10 16:00:00;18,66;12,5;245;0,68;0;9,4;22,3;10170;6801;;
2018-09-10 15:00:00;20,63;13,3;639;0,89;0;7,6;18,4;10084;6793;;
2018-09-10 14:00:00;21,06;11,7;518;1,09;0;4,7;14;10295;6796;;
2018-09-10 13:00:00;20,96;9,8;860;1,25;0;5;12,6;10079;6796;;
2018-09-10 12:00:00;19,68;10,8;823;0,98;0;5,4;13,7;10156;6793;;
2018-09-10 11:00:00;17,8;10,1;561;0,79;0;7,6;21,2;10223;6798;;
2018-09-10 10:00:00;16,63;9,9;524;0,65;0;8,6;24,5;10127;6796;;
2018-09-10 09:00:00;14,83;9,5;323;0,48;0;9;22;10051;6798;;
2018-09-10 08:00:00;13,12;9,2;98;0,33;0;6,5;15,1;9408;6798;;
2018-09-10 07:00:00;12,07;9,1;7;0,24;0;4,7;12,2;6791;6534;;
2018-09-10 06:00:00;12,24;9,2;0;0,25;0;5,8;12,2;0;6459;;
2018-09-10 05:00:00;12,19;9,6;0;0,21;0;6,1;13,7;0;6462;;
2018-09-10 04:00:00;12,43;9,9;0;0,2;0;7,6;16,6;0;6468;;
2018-09-10 03:00:00;12,54;10;0;0,21;0;6,5;17,6;0;6471;;
2018-09-10 02:00:00;12,55;10,2;0;0,19;0;6,8;13,3;0;6485;;
2018-09-10 01:00:00;12,33;10,1;0;0,18;0;6,5;15,1;0;6505;;
2018-09-10 00:00:00;12,36;9,8;0;0,2;0;6,8;18,7;0;6511;;3,1
2018-09-09 23:00:00;12,56;9,8;0;0,23;0;7,6;15,5;0;6516;;
2018-09-09 22:00:00;13,01;9,9;0;0,26;0;9;19,4;0;6522;;
2018-09-09 21:00:00;13,82;10,4;0;0,3;0;8,3;16,2;0;6528;;
2018-09-09 20:00:00;14,46;12,6;0;0,17;0;8,6;21,6;0;6522;;
2018-09-09 19:00:00;15,27;13,2;0;0,2;0;7,9;18;0;6531;;
2018-09-09 18:00:00;16,77;13,2;64;0,37;0;9,7;18,4;3566;6719;;
2018-09-09 17:00:00;17,87;13;261;0,53;0;10,4;20,9;10027;6804;;
2018-09-09 16:00:00;18,81;13,1;480;0,64;0;10,8;22;10146;6796;;
2018-09-09 15:00:00;20,31;13,2;663;0,85;0;8,6;24,5;10180;6796;;
2018-09-09 14:00:00;21,22;12;795;1,1;0;7,2;17,6;10156;6798;;
2018-09-09 13:00:00;20,34;12,9;835;0,88;0;5,4;13,3;10156;6796;;
2018-09-09 12:00:00;19,29;12,2;804;0,8;0;2,9;10,1;10094;6798;;
2018-09-09 11:00:00;17,31;11,3;697;0,62;0;3,6;9,4;10146;6796;;
2018-09-09 10:00:00;14,91;11,6;521;0,31;0;4,3;10,8;10103;6801;;
2018-09-09 09:00:00;12,25;10,8;274;0,11;0;4;10,1;10070;6804;;
