LAT;DUMMY;;;;;;;;;;
LONG;DUMMY;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Precipitação [mm];Velocidade do Vento [km/h];Veloc Max do Vento [km/h];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Hora;méd;méd;méd;méd;soma;méd;máx;últ;últ;méd;Evapotranspiração Diária [mm]
2018-09-09 08:00:00;9,56;9;85;0,03;0;1,8;6,1;9710;6807;;
2018-09-09 07:00:00;10,38;8,8;7;0,11;0;0,7;3,2;6844;6568;;
2018-09-09 06:00:00;10,35;8,8;0;0,1;0;0,7;3,6;0;6454;;
2018-09-09 05:00:00;9,9;8,8;0;0,07;0;0;2,5;0;6459;;
2018-09-09 04:00:00;10,78;9,3;0;0,1;0;4,3;10,4;0;6459;;
2018-09-09 03:00:00;10,44;10,1;0;0,02;0;2,5;11,5;0;6459;;
2018-09-09 02:00:00;10,82;10,6;0;0,01;0;7,2;15,8;0;6474;;
2018-09-09 01:00:00;11,04;10,6;0;0,02;0;5,8;14,4;0;6485;;
2018-09-09 00:00:00;12,06;10,8;0;0,09;0;5;16,6;0;6502;;3,4
2018-09-08 23:00:00;12,95;10,8;0;0,18;0;6,1;19,4;0;6511;;
2018-09-08 22:00:00;13,55;11;0;0,22;0;8,6;17,6;0;6514;;
2018-09-08 21:00:00;13,85;11,4;0;0,22;0;9,4;19,1;0;6519;;
2018-09-08 20:00:00;14,52;11,4;0;0,29;0;9;20,9;0;6522;;
2018-09-08 19:00:00;15,91;11,8;0;0,41;0;9;23,4;0;6531;;
2018-09-08 18:00:00;17,86;11,9;65;0,64;0;9;20,5;3633;6716;;
2018-09-08 17:00:00;19,51;11,8;277;0,87;0;10,4;24,8;10041;6801;;
2018-09-08 16:00:00;21,14;12,5;491;1,04;0;8,6;16,9;10132;6793;;
2018-09-08 15:00:00;22,1;13,1;668;1,13;0;6,8;16,2;10161;6798;;
2018-09-08 14:00:00;22,76;12,4;796;1,31;0;4,7;13;10132;6796;;
2018-09-08 13:00:00;22,2;10,8;847;1,37;0;3,2;13;9926;6790;;
2018-09-08 12:00:00;20,48;12,2;816;0,97;0;2,5;10,8;10022;6793;;
2018-09-08 11:00:00;18,26;11,8;711;0,69;0;4,3;11,9;10132;6798;;
2018-09-08 10:00:00;16,26;10,8;541;0,54;0;5,8;13,3;10209;6801;;
2018-09-08 09:00:00;14,74;10,2;325;0,42;0;3,6;13,7;10065;6804;;
2018-09-08 08:00:00;12,9;9,2;114;0,31;0;1,4;6,1;9782;6804;;
2018-09-08 07:00:00;11,08;8,1;4;0,22;0;0;2,5;6854;6576;;
2018-09-08 06:00:00;11,07;8;0;0,23;0;0;3,6;0;6457;;
2018-09-08 05:00:00;11,97;8;0;0,31;0;2,2;7,2;0;6468;;
2018-09-08 04:00:00;12,37;8,3;0;0,32;0;1,8;7,2;0;6477;;
2018-09-08 03:00:00;13,28;8,7;0;0,38;0;4;8,3;0;6479;;
2018-09-08 02:00:00;13,68;9,1;0;0,39;0;3,6;9,7;0;6485;;
2018-09-08 01:00:00;13,81;9,3;0;0,39;0;3,2;9,4;0;6494;;
2018-09-08 00:00:00;14,62;8,9;0;0,51;0;5;13;0;6508;;3,5
2018-09-07 23:00:00;15,72;8,3;0;0,68;0;5,8;14;0;6516;;
2018-09-07 22:00:00;15,81;8,9;0;0,64;0;5,8;13,3;0;6516;;
2018-09-07 21:00:00;16,36;9,5;0;0,66;0;6,5;15,1;0;6514;;
2018-09-07 20:00:00;16,32;10,2;0;0,59;0;5,4;12,6;0;6525;;
2018-09-07 19:00:00;17,07;11;0;0,62;0;4,3;7,6;0;6531;;
2018-09-07 18:00:00;19,68;11,1;66;0,95;0;4,3;12,2;3666;6710;;
2018-09-07 17:00:00;21,77;10,9;286;1,29;0;5,4;14;10017;6798;;
2018-09-07 16:00:00;23,33;10,8;511;1,55;0;4;10,8;10108;6798;;
2018-09-07 15:00:00;23,32;8,6;693;1,72;0;3,2;12,6;10079;6793;;
2018-09-07 14:00:00;22,51;10,1;811;1,47;0;3,2;10,1;10065;6798;;
2018-09-07 13:00:00;21,32;10,7;856;1,23;0;3,2;10,1;10051;6798;;
2018-09-07 12:00:00;19,87;10,9;825;1;0;3,2;9;10065;6793;;
2018-09-07 11:00:00;17,3;10,2;721;0,71;0;4,3;9,7;10137;6793;;
2018-09-07 10:00:00;15,38;9,6;550;0,53;0;4,7;9,7;10194;6798;;
2018-09-07 09:00:00;13,25;8,7;336;0,38;0;3,6;9,4;10094;6798;;
2018-09-07 08:00:00;11,34;7,2;117;0,31;0;3,6;9;9835;6798;;
2018-09-07 07:00:00;10,15;6,7;2;0,25;0;3,6;8,6;6925;6628;;
2018-09-07 06:00:00;10,32;6,6;0;0,26;0;2,9;12,6;0;6468;;
2018-09-07 05:00:00;10,78;6,6;0;0,31;0;3,6;11,2;0;6477;;
2018-09-07 04:00:00;11,32;6,7;0;0,34;0;4,3;11,2;0;6482;;
2018-09-07 03:00:00;11,75;7,1;0;0,35;0;4,7;11,5;0;6491;;
2018-09-07 02:00:00;12,57;7,7;0;0,39;0;4,7;13,7;0;6502;;
2018-09-07 01:00:00;13,46;8,2;0;0,44;0;5,8;12,6;0;6502;;
2018-09-07 00:00:00;13,79;9,4;0;0,38;0;3,2;10,4;0;6516;;3,2
2018-09-06 23:00:00;14,19;9,4;0;0,43;0;0,4;4;0;6519;;
2018-09-06 22:00:00;15,15;8,6;0;0,59;0;0;0;0;6522;;
2018-09-06 21:00:00;17,26;8,1;0;0,87;0;1,1;3,6;0;6519;;
2018-09-06 20:00:00;17,83;8,5;0;0,92;0;1,8;4,3;0;6528;;
2018-09-06 19:00:00;18,53;8,7;0;0,99;0;0,4;1,4;0;6531;;
2018-09-06 18:00:00;20,74;9,3;71;1,26;0;0,4;3,2;3398;6716;;
2018-09-06 17:00:00;21,67;9,3;287;1,4;0;1,8;7,6;9907;6798;;
2018-09-06 16:00:00;21,78;8,9;519;1,45;0;2,5;8,3;10070;6798;;
2018-09-06 15:00:00;21,23;8,4;698;1,4;0;2,9;13,7;10113;6798;;
2018-09-06 14:00:00;20,67;8,9;818;1,28;0;3,2;10,8;10146;6796;;
2018-09-06 13:00:00;19,49;8,5;862;1,14;0;3,6;12,2;10113;6798;;
2018-09-06 12:00:00;17,86;9,3;829;0,86;0;5;13,7;10190;6801;;
2018-09-06 11:00:00;15,9;9,4;722;0,61;0;5,8;17,3;10223;6804;;
2018-09-06 10:00:00;13,82;8,8;550;0,43;0;5,8;14;10204;6804;;
2018-09-06 09:00:00;11,4;8;332;0,26;0;6,8;15,8;10070;6801;;
2018-09-06 08:00:00;9,44;6,9;119;0,17;0;7,2;17,3;9902;6813;;
2018-09-06 07:00:00;8,33;6,3;2;0,13;0;6,1;14;6925;6633;;
2018-09-06 06:00:00;8,5;6,3;0;0,14;0;5,8;16,6;0;6491;;
2018-09-06 05:00:00;9,06;6,3;0;0,18;0;6,5;15,1;0;6496;;
2018-09-06 04:00:00;9,62;6,3;0;0,23;0;7,9;16,9;0;6502;;
2018-09-06 03:00:00;9,99;6,2;0;0,26;0;8,3;16,6;0;6511;;
2018-09-06 02:00:00;10,23;5,9;0;0,3;0;8,3;18,7;0;6516;;
2018-09-06 01:00:00;10,56;6,5;0;0,29;0;7,9;18,4;0;6519;;
2018-09-06 00:00:00;10,89;9;0;0,14;0;2,9;10,1;0;6531;;2,8
2018-09-05 23:00:00;11,46;9,8;0;0,12;0;2,2;6,5;0;6531;;
2018-09-05 22:00:00;12,38;9,9;0;0,2;0;4;9,7;0;6531;;
2018-09-05 21:00:00;12,29;10;0;0,19;0;6,1;10,4;0;6531;;
2018-09-05 20:00:00;12,66;10,1;0;0,21;0;6,1;10,8;0;6536;;
2018-09-05 19:00:00;13,69;10,4;0;0,29;0;5;13;0;6536;;
2018-09-05 18:00:00;16,16;11;69;0,51;0;4,7;11,2;3681;6719;;
2018-09-05 17:00:00;18,53;8,3;290;1,01;0;2,2;10,4;10051;6798;;
2018-09-05 16:00:00;18,87;4,9;515;1,3;0;2,9;15,8;10127;6804;;
2018-09-05 15:00:00;18,7;5,1;693;1,26;0;2,9;11,5;10127;6801;;
2018-09-05 14:00:00;17,76;7,5;808;0,98;0;3,6;12,6;10185;6793;;
2018-09-05 13:00:00;16,52;8,7;852;0,74;0;3,6;10,8;10166;6793;;
2018-09-05 12:00:00;14,52;8,8;819;0,5;0;4,7;13,7;10218;6807;;
2018-09-05 11:00:00;12,62;8,4;717;0,34;0;4,7;10,8;10257;6804;;
2018-09-05 10:00:00;10,11;8;520;0,15;0;5,4;14;10113;6810;;
2018-09-05 09:00:00;8,47;7,3;246;0,07;0;4,3;9,4;10161;6815;;
2018-09-05 08:00:00;7,56;6,2;134;0,08;0;4;11,2;10036;6815;;
2018-09-05 07:00:00;6,28;5,7;11;0,03;0;3,2;7,6;6930;6633;;
2018-09-05 06:00:00;5,89;5,5;0;0,01;0;2,2;7,9;0;6482;;
2018-09-05 05:00:00;6,49;6;0;0,01;0,2;1,4;6,8;0;6491;;
2018-09-05 04:00:00;7,03;6,7;0;0,01;0;0,7;3,6;0;6499;;
2018-09-05 03:00:00;7,45;7,2;0;0;0;0;1,1;0;6511;;
2018-09-05 02:00:00;7,67;7,3;0;0,01;0;0;0,4;0;6516;;
2018-09-05 01:00:00;8,31;7,8;0;0,02;0;0;4,3;0;6528;;
2018-09-05 00:00:00;8,73;7,9;0;0,04;0;1,4;6,1;0;6528;;1,6
2018-09-04 23:00:00;8,61;8;0;0,03;0;1,1;4,7;0;6525;;
2018-09-04 22:00:00;8,87;8;0;0,05;0;1,1;6,8;0;6545;;
2018-09-04 21:00:00;9,34;8,1;0;0,08;0;3,6;9,4;0;6542;;
2018-09-04 20:00:00;9,98;8,2;0;0,12;0;3,2;7,9;0;6551;;
2018-09-04 19:00:00;10,87;8,3;0;0,19;0;5;13,3;0;6559;;
2018-09-04 18:00:00;12,55;8,5;62;0,33;0;4,7;13,7;2727;6724;;
2018-09-04 17:00:00;13,88;9;265;0,42;0;7,2;14,8;10089;6804;;
2018-09-04 16:00:00;13,79;10;336;0,33;0;6,5;19,4;10209;6807;;
2018-09-04 15:00:00;14,39;10,3;547;0,37;0;5;18,4;9964;6804;;
2018-09-04 14:00:00;14,08;10,9;702;0,29;0;7,6;20,2;10199;6804;;
2018-09-04 13:00:00;12,44;10,7;468;0,14;0,2;7,6;20,2;10338;6807;;
2018-09-04 12:00:00;11,09;10,4;179;0,04;0,2;5;15,8;9801;6804;;
2018-09-04 11:00:00;10,7;10,4;140;0,01;0,8;1,8;8,3;9384;6807;;
2018-09-04 10:00:00;9,93;9,7;82;0;1,2;2,2;11,5;7069;6767;;
2018-09-04 09:00:00;9,44;9,2;59;0;0,4;2,5;10,1;6983;6707;;
2018-09-04 08:00:00;9,15;9;27;0;1;1,8;8,6;6858;6602;;
2018-09-04 07:00:00;9,01;8,8;0;0;0,4;2,2;10,1;1442;6474;;
2018-09-04 06:00:00;9,13;8,9;0;0;0;2,5;10,4;0;6477;;
2018-09-04 05:00:00;9,17;9;0;0;0,2;2,5;11,2;0;6482;;
2018-09-04 04:00:00;9,23;9,1;0;0;0;2,9;16,6;0;6488;;
2018-09-04 03:00:00;9,27;9;0;0;0,2;2,5;10,4;0;6496;;
2018-09-04 02:00:00;9,46;9,2;0;0;0;2,9;19,8;0;6505;;
2018-09-04 01:00:00;9,67;9,5;0;0;0,4;2,5;12,2;0;6519;;
2018-09-04 00:00:00;10,07;9,8;0;0,01;0,2;3,6;16,9;0;6522;;0,7
2018-09-03 23:00:00;10,44;10,1;0;0,01;0,6;4,7;14,8;0;6528;;
2018-09-03 22:00:00;11,07;10,8;0;0,01;0,8;3,6;21,2;0;6534;;
2018-09-03 21:00:00;11,55;11,2;0;0,01;1,2;5,8;19,1;0;6534;;
2018-09-03 20:00:00;12;11,6;0;0,02;1,2;6,5;23,4;0;6534;;
2018-09-03 19:00:00;12,4;12;0;0,02;0,4;7,2;21,6;0;6548;;
2018-09-03 18:00:00;12,76;12,4;1;0,02;1,6;6,1;19,1;2986;6582;;
2018-09-03 17:00:00;13,21;12,9;18;0,01;1,2;4,3;24,5;2204;6610;;
2018-09-03 16:00:00;13,52;13,1;26;0,02;1,2;6,5;19,1;4807;6647;;
2018-09-03 15:00:00;13,91;13,4;93;0,03;0,2;6,8;19,4;7045;6764;;
2018-09-03 14:00:00;13,87;13,5;74;0,02;1;6,1;21,2;6964;6710;;
2018-09-03 13:00:00;14,06;13,7;113;0,02;0,2;7,6;21,2;7064;6767;;
2018-09-03 12:00:00;14;13,8;134;0,01;1;8,6;20,9;7069;6761;;
2018-09-03 11:00:00;13,68;13,5;108;0,01;0;7,6;14,8;7040;6736;;
2018-09-03 10:00:00;13,55;13,4;71;0,01;0;5,8;14,4;6978;6690;;
2018-09-03 09:00:00;13,5;13,3;27;0,01;0,2;3,6;13,7;6748;6588;;
2018-09-03 08:00:00;13,41;13,2;1;0,01;0;4;9,7;2875;6519;;
2018-09-03 07:00:00;13,38;13,2;0;0,01;0;2,9;12,2;508;6485;;
2018-09-03 06:00:00;13,5;13,3;0;0,01;0;3,2;8,6;0;6488;;
2018-09-03 05:00:00;13,4;13,2;0;0,01;0;1,8;9,4;0;6494;;
2018-09-03 04:00:00;13,52;13,3;0;0,01;0;3,6;11,5;0;6502;;
2018-09-03 03:00:00;14;13,8;0;0,01;0,2;2,5;9;0;6505;;
2018-09-03 02:00:00;14,27;14;0;0,01;0;2,9;10,8;0;6508;;
2018-09-03 01:00:00;14,52;14,1;0;0,02;0,6;3,6;14;0;6516;;
2018-09-03 00:00:00;14,6;14,4;0;0,01;1,4;3,6;11,9;0;6516;;1
2018-09-02 23:00:00;14,8;14,6;0;0,01;1,2;3,6;9;0;6522;;
2018-09-02 22:00:00;14,94;14,7;0;0,01;0,2;3,6;9,4;0;6525;;
2018-09-02 21:00:00;14,92;14,7;0;0,01;0,6;4;9,7;0;6522;;
2018-09-02 20:00:00;14,94;14,7;0;0,01;0,4;0,7;4;0;6534;;
2018-09-02 19:00:00;15,1;14,9;0;0,01;1,4;0;3,2;0;6542;;
2018-09-02 18:00:00;15,17;14,9;0;0,01;2,6;0,7;6,8;0;6551;;
2018-09-02 17:00:00;15,6;15,1;10;0,04;1,6;0,7;4,7;2655;6602;;
2018-09-02 16:00:00;16,12;15,1;26;0,1;0;1,4;6,8;3259;6613;;
2018-09-02 15:00:00;16,56;15,1;122;0,14;0;4;9,4;7031;6759;;
2018-09-02 14:00:00;16,4;15,5;100;0,08;0;4,3;11,5;7026;6739;;
2018-09-02 13:00:00;16,69;15,4;125;0,13;0;4;8,3;7002;6716;;
2018-09-02 12:00:00;16,84;15,7;217;0,12;0;2,9;8,6;7659;6778;;
2018-09-02 11:00:00;16,65;15,6;242;0,1;0,2;5,8;12,6;7050;6756;;
2018-09-02 10:00:00;16,09;15,9;197;0,01;0;4;13,7;6949;6682;;
2018-09-02 09:00:00;15,26;15,1;121;0,01;0;1,8;6,1;7026;6727;;
2018-09-02 08:00:00;14,84;14,6;8;0,01;1,4;3,2;10,8;6734;6499;;
2018-09-02 07:00:00;14,89;14,7;0;0,01;0;3,6;13,3;0;6431;;
2018-09-02 06:00:00;15,06;14,9;0;0,01;0,8;5,8;14,8;0;6431;;
2018-09-02 05:00:00;15,61;15,4;0;0,01;0,6;3,6;14,4;0;6437;;
2018-09-02 04:00:00;15,59;15,4;0;0,01;0;4,3;11,2;0;6445;;
2018-09-02 03:00:00;15,61;15,4;0;0,01;0,2;3,2;13;0;6448;;
2018-09-02 02:00:00;15,79;15,6;0;0,01;2,2;2,9;11,9;0;6457;;
2018-09-02 01:00:00;15,94;15,7;0;0,01;0,6;4,7;11,9;0;6468;;
2018-09-02 00:00:00;15,96;15,8;0;0,01;1,4;5,4;16,2;0;6491;;0,8
2018-09-01 23:00:00;16,01;15,8;0;0,01;3,2;7,9;19,1;0;6511;;
2018-09-01 22:00:00;16,15;15,9;0;0,01;8,2;10,1;26,6;0;6516;;
2018-09-01 21:00:00;16,29;15,9;0;0,03;3,6;10,8;25,6;0;6528;;
2018-09-01 20:00:00;16,55;15,6;0;0,09;2,4;10,4;22,3;0;6531;;
2018-09-01 19:00:00;16,79;15,3;0;0,15;0;10,4;30,6;0;6545;;
2018-09-01 18:00:00;16,5;15,5;0;0,1;0;7,6;21,6;0;6553;;
2018-09-01 17:00:00;16,62;15,5;35;0,11;4;9,4;20,9;2636;6630;;
2018-09-01 16:00:00;17,27;15,8;129;0,16;0;10,4;29,2;5804;6645;;
2018-09-01 15:00:00;16,92;16,1;329;0,08;0,4;7,6;18;7074;6764;;
2018-09-01 14:00:00;16;15,4;25;0,05;7,2;5,8;16,2;6504;6602;;
2018-09-01 13:00:00;16,5;15,5;93;0,09;0;6,1;14,8;6552;6616;;
2018-09-01 12:00:00;16,32;15,7;116;0,06;0,2;5;14;6921;6642;;
2018-09-01 11:00:00;15,78;15,5;38;0,01;1,8;1,8;9;6024;6562;;
2018-09-01 10:00:00;15,68;15,5;26;0,01;1,4;2,5;9,4;5785;6519;;
2018-09-01 09:00:00;15,58;15,4;5;0,01;0;1,4;9,7;6700;6477;;
2018-09-01 08:00:00;15,55;15,3;0;0,01;0;0;3,2;1083;6428;;
2018-09-01 07:00:00;15,51;15,3;0;0,01;0;2,2;9,4;0;6431;;
2018-09-01 06:00:00;15,59;15,4;0;0,01;0;3,6;11,2;0;6431;;
2018-09-01 05:00:00;15,48;15,3;0;0,01;0;1,4;11,5;0;6428;;
2018-09-01 04:00:00;15,65;15,4;0;0,01;0,2;1,1;9;0;6431;;
2018-09-01 03:00:00;15,73;15,5;0;0,01;0;0,4;3,6;0;6437;;
2018-09-01 02:00:00;15,8;15,6;0;0,01;0;0;4;0;6440;;
2018-09-01 01:00:00;15,88;15,7;0;0,01;0;0,7;6,8;0;6440;;
2018-09-01 00:00:00;16;15,6;0;0,02;2,2;8,6;33,8;0;6442;;0,9
2018-08-31 23:00:00;15,88;15,7;0;0,01;0,6;6,1;15,5;0;6440;;
2018-08-31 22:00:00;15,72;15,5;0;0,01;0,2;3,6;9,4;0;6445;;
2018-08-31 21:00:00;15,79;15,6;0;0,01;0;5;17,6;0;6442;;
2018-08-31 20:00:00;15,71;15,5;0;0,01;7,4;8,3;17,6;0;6445;;
2018-08-31 19:00:00;15,69;15,4;0;0,02;2,6;5;13,3;0;6448;;
2018-08-31 18:00:00;15,54;15,1;0;0,03;2;6,5;19,1;0;6471;;
2018-08-31 17:00:00;15,19;14,8;22;0,03;0,4;6,1;16,9;4280;6562;;
2018-08-31 16:00:00;14,66;14,1;16;0,04;3,8;5,4;13,7;6758;6576;;
2018-08-31 15:00:00;14,62;13,9;27;0,06;1;7,9;15,8;1941;6573;;
2018-08-31 14:00:00;14,42;13,9;31;0,04;6,2;6,8;19,4;6930;6662;;
2018-08-31 13:00:00;14,51;13,9;42;0,05;4,8;8,6;16,6;6887;6633;;
2018-08-31 12:00:00;14,7;13,9;31;0,06;5,6;6,5;13,3;6849;6605;;
2018-08-31 11:00:00;14,74;13,8;40;0,08;2,4;6,5;15,1;6810;6610;;
2018-08-31 10:00:00;15,02;13,7;21;0,12;2,6;6,1;15,1;2655;6531;;
2018-08-31 09:00:00;15,3;14;16;0,12;1;6,8;16,2;6710;6519;;
2018-08-31 08:00:00;15,34;14,3;6;0,09;0;8,3;27;6748;6505;;
2018-08-31 07:00:00;15,24;14,4;0;0,06;0;11,9;26,6;1528;6451;;
2018-08-31 06:00:00;15,32;14,8;0;0,03;1,8;10,4;25,2;0;6454;;
2018-08-31 05:00:00;15,4;14,8;0;0,04;0;9,4;24,5;0;6457;;
2018-08-31 04:00:00;16,21;14,4;0;0,18;0;10,1;28,1;0;6459;;
2018-08-31 03:00:00;17,26;13,5;0;0,41;0;6,1;17,3;0;6468;;
2018-08-31 02:00:00;17,17;13,7;0;0,37;0;8,3;18,4;0;6477;;
2018-08-31 01:00:00;17;14,1;0;0,31;0;10,1;20,9;0;6485;;
2018-08-31 00:00:00;16,33;14,6;0;0,17;0;8,3;18,7;0;6499;;3,7
2018-08-30 23:00:00;16,46;14,7;0;0,18;0;5;15,5;0;6505;;
2018-08-30 22:00:00;16,69;14,7;0;0,21;0;7,2;19,8;0;6514;;
2018-08-30 21:00:00;16,92;14,7;0;0,23;0;9,4;19,4;0;6516;;
2018-08-30 20:00:00;17,23;14,5;0;0,29;0;7,2;19,4;0;6514;;
2018-08-30 19:00:00;17,66;14,2;0;0,38;0;5,4;11,5;0;6522;;
2018-08-30 18:00:00;17,92;15,2;38;0,3;0;5,4;11,2;1620;6702;;
2018-08-30 17:00:00;18,5;15,7;131;0,33;0;6,5;15,8;8833;6787;;
2018-08-30 16:00:00;18,94;15,9;170;0,37;0;9,7;29,2;9509;6793;;
2018-08-30 15:00:00;23,8;15,5;497;1,2;0;9,4;26,3;10055;6798;;
2018-08-30 14:00:00;26,65;13,9;736;1,89;0;6,1;18,4;10132;6787;;
2018-08-30 13:00:00;25,09;14,5;776;1,52;0;4,3;14,4;10027;6784;;
2018-08-30 12:00:00;22,7;14,1;690;1,13;0;9,7;22,7;10142;6793;;
2018-08-30 11:00:00;21,67;13,2;643;1,06;0;12,6;28,1;10233;6787;;
2018-08-30 10:00:00;19,79;13,7;494;0,73;0;10,4;23,8;10237;6801;;
2018-08-30 09:00:00;17,47;13,6;264;0,42;0;10,1;21,2;10046;6796;;
2018-08-30 08:00:00;15,9;13,3;79;0,26;0;11,5;22;9178;6793;;
2018-08-30 07:00:00;15,72;13,2;0;0,25;0;9,7;26,3;6710;6499;;
2018-08-30 06:00:00;16,25;13,4;0;0,29;0;9,7;21,6;0;6454;;
2018-08-30 05:00:00;16,78;13,5;0;0,34;0;9;22,7;0;6459;;
2018-08-30 04:00:00;17,19;13,6;0;0,39;0;8,6;20,2;0;6471;;
2018-08-30 03:00:00;17,58;13,7;0;0,42;0;7,9;18,7;0;6471;;
2018-08-30 02:00:00;18,06;13,9;0;0,46;0;6,5;15,1;0;6482;;
2018-08-30 01:00:00;18,76;14,3;0;0,52;0;5,4;13,7;0;6482;;
2018-08-30 00:00:00;19,54;14,3;0;0,62;0;3,6;8,6;0;6494;;3,4
2018-08-29 23:00:00;20,77;14,1;0;0,82;0;4,7;12,2;0;6499;;
2018-08-29 22:00:00;21,19;14,6;0;0,83;0;5,8;11,2;0;6508;;
2018-08-29 21:00:00;21,75;14,5;0;0,93;0;4,7;9,7;0;6511;;
2018-08-29 20:00:00;22,6;14,5;0;1,07;0;4;7,6;0;6511;;
2018-08-29 19:00:00;23,37;14,1;0;1,24;0;3,6;7,6;0;6516;;
2018-08-29 18:00:00;24,39;14,6;36;1,37;0;2,5;5,4;2856;6707;;
2018-08-29 17:00:00;25,43;15,3;117;1,5;0;1,8;5,8;6978;6750;;
2018-08-29 16:00:00;25,03;15,3;210;1,41;0;3,2;11,5;9595;6810;;
2018-08-29 15:00:00;25,92;15,2;631;1,6;0;7,6;17,6;10007;6796;;
2018-08-29 14:00:00;24,95;14,7;746;1,46;0;8,3;19,4;10170;6787;;
2018-08-29 13:00:00;23,85;14,9;784;1,25;0;6,8;15,1;10089;6793;;
2018-08-29 12:00:00;21,97;14,5;751;0,97;0;8,6;22;10161;6793;;
2018-08-29 11:00:00;19,49;13,4;643;0,71;0;8,6;23,4;10218;6796;;
2018-08-29 10:00:00;17,46;12,7;484;0,51;0;8,6;18,4;10242;6807;;
2018-08-29 09:00:00;15,31;11,6;279;0,36;0;7,6;20,9;10027;6798;;
2018-08-29 08:00:00;13,25;10,6;82;0,23;0;6,1;14,4;9614;6796;;
2018-08-29 07:00:00;12,51;10,1;0;0,2;0;7,6;20,9;6743;6511;;
2018-08-29 06:00:00;12,75;9,9;0;0,23;0;7,6;16,6;0;6471;;
2018-08-29 05:00:00;13,13;9,8;0;0,28;0;7,9;16,9;0;6479;;
2018-08-29 04:00:00;13,25;9,5;0;0,32;0;7,6;14,4;0;6485;;
2018-08-29 03:00:00;13,12;9,2;0;0,33;0;6,1;15,5;0;6491;;
2018-08-29 02:00:00;13,47;9;0;0,39;0;8,6;20,9;0;6505;;
2018-08-29 01:00:00;13,71;8,5;0;0,44;0;7,2;17,3;0;6511;;
2018-08-29 00:00:00;14,3;8;0;0,54;0;7,2;15,8;0;6522;;3,3
2018-08-28 23:00:00;15,29;7;0;0,72;0;7,6;15,1;0;6525;;
2018-08-28 22:00:00;16,57;6;0;0,93;0;7,6;16,2;0;6525;;
2018-08-28 21:00:00;17,16;5,6;0;1,03;0;5,8;14,4;0;6528;;
2018-08-28 20:00:00;17,14;5,9;0;1,01;0;3,2;9,4;0;6528;;
2018-08-28 19:00:00;16,83;6,8;0;0,91;0;0;1,4;0;6539;;
2018-08-28 18:00:00;19,33;7,2;62;1,22;0;2,5;6,8;2377;6707;;
2018-08-28 17:00:00;20,66;7,4;267;1,39;0;5,8;12,6;10060;6798;;
2018-08-28 16:00:00;20,74;7,1;486;1,42;0;7,6;16,6;10161;6798;;
2018-08-28 15:00:00;20,55;6,9;667;1,41;0;8,3;19,4;10218;6801;;
2018-08-28 14:00:00;19,46;7;787;1,24;0;7,2;18,7;10209;6796;;
2018-08-28 13:00:00;17,74;8,2;828;0,93;0;9;20,5;10233;6796;;
2018-08-28 12:00:00;15,21;7,8;795;0,65;0;8,6;17,3;10285;6807;;
2018-08-28 11:00:00;13,54;6,9;690;0,54;0;10,4;21,6;10295;6804;;
2018-08-28 10:00:00;11,61;5,7;521;0,43;0;9,7;21,6;10252;6807;;
2018-08-28 09:00:00;9,24;4,6;304;0,3;0;9,7;21,6;10199;6801;;
2018-08-28 08:00:00;7,06;3,7;90;0,2;0;8,6;18,7;9945;6813;;
2018-08-28 07:00:00;6,24;3;0;0,18;0;7,6;14;6825;6545;;
2018-08-28 06:00:00;7,08;2,8;0;0,24;0;7,9;22;0;6471;;
2018-08-28 05:00:00;7,58;2,8;0;0,28;0;7,6;18,7;0;6485;;
2018-08-28 04:00:00;8,29;2,6;0;0,34;0;7,6;19,4;0;6491;;
2018-08-28 03:00:00;9,18;2,7;0;0,41;0;9;20,5;0;6494;;
2018-08-28 02:00:00;9,35;3;0;0,4;0;7,2;20,2;0;6494;;
2018-08-28 01:00:00;9,72;2,5;0;0,46;0;7,6;19,8;0;6505;;
2018-08-28 00:00:00;10,85;2,1;0;0,57;0;6,5;19,8;0;6516;;2,8
2018-08-27 23:00:00;12;2,8;0;0,64;0;4;12,2;0;6516;;
2018-08-27 22:00:00;12,67;3,6;0;0,66;0;4,3;9,4;0;6528;;
2018-08-27 21:00:00;13,46;4;0;0,72;0;5,8;11,2;0;6528;;
2018-08-27 20:00:00;12,81;4,8;0;0,6;0;7,2;15,8;0;6528;;
2018-08-27 19:00:00;13,25;5,8;0;0,59;0;7,6;15,1;0;6545;;
2018-08-27 18:00:00;17,4;3,6;66;1,19;0;3,6;12,6;2286;6710;;
2018-08-27 17:00:00;19,17;2,2;273;1,49;0;2,2;6,8;10007;6796;;
2018-08-27 16:00:00;19,05;0,4;495;1,56;0;4,7;15,5;10137;6798;;
2018-08-27 15:00:00;18,51;-0,1;674;1,52;0;5,8;14,4;10194;6796;;
2018-08-27 14:00:00;17,42;2,1;784;1,26;0;5;13;10204;6801;;
2018-08-27 13:00:00;15,82;2,3;820;1,06;0;5,4;12,6;10199;6801;;
2018-08-27 12:00:00;14,27;4,1;783;0,79;0;5,8;13;10271;6804;;
2018-08-27 11:00:00;11,99;3,3;674;0,61;0;5,4;16,6;10257;6804;;
2018-08-27 10:00:00;9,51;2,3;501;0,45;0;5;15,1;10218;6804;;
