LAT;-29,18597;;;;;;;;;
LONG;-51,58266;;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];;Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;max;last;Daily ET0 [mm]
2020-05-19 15:00:00;26,03;8,9;581;34,66;0;0;0,9;1,4;6894;
2020-05-19 14:00:00;25,16;9,1;698;36,78;0;0;1,1;1,6;6904;
2020-05-19 13:00:00;23,49;8,7;744;39,52;0;0;1,3;1,7;6904;
2020-05-19 12:00:00;21,68;8,4;716;43,21;0;0;1,8;2,8;6904;
2020-05-19 11:00:00;19,89;8,7;614;49,23;0;0;1;1,5;6904;
2020-05-19 10:00:00;18,28;8,1;450;52,26;0;0;0,9;1,3;6914;
2020-05-19 09:00:00;16,74;7,4;246;54,92;0;0;0,4;0,8;6914;
2020-05-19 08:00:00;13,5;6,9;49;65,25;0;0;0;0,2;6904;
2020-05-19 07:00:00;13,36;6,6;0;64,45;0;0;0;0,2;6522;
2020-05-19 06:00:00;13,88;6,8;0;63,24;0;0;0;0,2;6522;
2020-05-19 05:00:00;14,31;7,2;0;63,2;0;0;0;0,2;6542;
2020-05-19 04:00:00;14,92;7,7;0;62,82;0;0;0;0,2;6532;
2020-05-19 03:00:00;15,42;8,2;0;63,09;0;0;0;0,2;6552;
2020-05-19 02:00:00;15,64;8,9;0;64,98;0;0;0;0;6532;
2020-05-19 01:00:00;16,25;9,1;0;63,34;0;0;0;0,2;6552;
2020-05-19 00:00:00;16,72;9,2;0;62,11;0;0;0,1;0,5;6552;1,7
2020-05-18 23:00:00;15,93;10;0;69,01;0;0;0;0,2;6552;
2020-05-18 22:00:00;16,31;10,8;0;70,62;0;0;0;0,1;6552;
2020-05-18 21:00:00;16,71;11,1;0;70,56;0;0;0,1;0,7;6562;
2020-05-18 20:00:00;16,19;11,2;0;72,88;0;0;0;0;6562;
2020-05-18 19:00:00;17,28;11,2;0;68,56;0;0;0;0,1;6630;
2020-05-18 18:00:00;20,27;11,2;21;57,29;0;0;0;0,2;6688;
2020-05-18 17:00:00;24,86;10,4;191;40,91;0;0;0;0,2;6884;
2020-05-18 16:00:00;26,16;11,6;399;40,86;0;0;0,4;0,9;6894;
2020-05-18 15:00:00;27,56;9,7;574;33,41;0;0;0,3;0,6;6894;
2020-05-18 14:00:00;26,6;9,9;695;35,59;0;0;0,2;0,6;6894;
2020-05-18 13:00:00;24,91;10,6;742;41,26;0;0;0,3;0,5;6894;
2020-05-18 12:00:00;22,77;10,2;715;45,64;0;0;0,1;0,4;6894;
2020-05-18 11:00:00;20;9,5;614;51,79;0;0;0,2;0,5;6904;
2020-05-18 10:00:00;17,88;8,4;454;54,53;0;0;0,2;0,5;6904;
2020-05-18 09:00:00;15,79;8,2;250;61,58;0;0;0;0,2;6914;
2020-05-18 08:00:00;10,91;7,9;52;82,74;0;0;0;0;6914;
2020-05-18 07:00:00;11,33;7,1;0;76,33;0;0;0;0,1;6522;
2020-05-18 06:00:00;11,7;7,2;0;74,87;0;0;0;0,1;6542;
2020-05-18 05:00:00;11,09;7,6;0;80,09;0;0;0;0,2;6542;
2020-05-18 04:00:00;10,25;7,4;0;83,85;0;0;0;0;6522;
2020-05-18 03:00:00;11,02;7,4;0;79,49;0;0;0;0;6542;
2020-05-18 02:00:00;11,46;7,3;0;76,72;0;0;0;0;6532;
2020-05-18 01:00:00;12,36;7,3;0;72,23;0;0;0;0;6542;
2020-05-18 00:00:00;13,1;7,6;0;70,51;0;0;0;0,1;6532;1,6
2020-05-17 23:00:00;13,32;7,3;0;67,78;0;0;0;0;6532;
2020-05-17 22:00:00;14,36;7,3;0;63,3;0;0;0;0;6552;
2020-05-17 21:00:00;15,32;7,3;0;59,58;0;0;0;0,2;6562;
2020-05-17 20:00:00;16,23;7,6;0;57,55;0;0;0,1;0,4;6572;
2020-05-17 19:00:00;16,46;7,5;0;56,27;0;0;0;0,1;6620;
2020-05-17 18:00:00;20,99;7,5;25;43,12;0;0;0;0;6678;
2020-05-17 17:00:00;24,24;6,8;205;33,35;0;0;0;0,2;6874;
2020-05-17 16:00:00;25,06;6,3;418;30,72;0;0;0,2;0,8;6904;
2020-05-17 15:00:00;25,05;6,2;589;30,47;0;0;0,3;0,6;6894;
2020-05-17 14:00:00;24,05;7,7;704;35,75;0;0;0,3;0,7;6894;
2020-05-17 13:00:00;22,34;7,4;750;38,69;0;0;0,3;0,6;6904;
2020-05-17 12:00:00;20,77;6,9;722;41,36;0;0;0,3;0,5;6904;
2020-05-17 11:00:00;19,03;7,6;621;48,25;0;0;0,2;0,5;6904;
2020-05-17 10:00:00;16,79;6,8;459;52,76;0;0;0,2;0,3;6914;
2020-05-17 09:00:00;14,71;6,4;254;58,4;0;0;0,1;0,2;6914;
2020-05-17 08:00:00;11,08;6,1;53;72;0;0;0;0,2;6914;
2020-05-17 07:00:00;9,96;6;0;77,05;0;0;0;0,2;6532;
2020-05-17 06:00:00;10,42;6;0;74,73;0;0;0;0,2;6522;
2020-05-17 05:00:00;10,48;6,1;0;74,84;0;0;0;0,1;6552;
2020-05-17 04:00:00;10,99;6,1;0;72,55;0;0;0;0,1;6532;
2020-05-17 03:00:00;11,04;6;0;72,14;0;0;0;0,2;6552;
2020-05-17 02:00:00;11,78;5,9;0;68,43;0;0;0,2;0,5;6542;
2020-05-17 01:00:00;10,54;6,2;0;75,06;0;0;0;0;6552;
2020-05-17 00:00:00;11,38;6,4;0;72,39;0;0;0;0;6542;1,6
2020-05-16 23:00:00;12,9;6,4;0;65,46;0;0;0;0;6552;
2020-05-16 22:00:00;13,66;6,7;0;63,95;0;0;0;0;6572;
2020-05-16 21:00:00;14,23;6,9;0;62,19;0;0;0;0;6562;
2020-05-16 20:00:00;14,74;6,5;0;58,78;0;0;0;0;6600;
2020-05-16 19:00:00;15,71;6,7;0;55,6;0;0;0;0;6650;
2020-05-16 18:00:00;18,19;6,4;24;46,94;0;0;0;0;6738;
2020-05-16 17:00:00;20,87;6,4;201;39,68;0;0;0,1;0,8;6894;
2020-05-16 16:00:00;21,37;5,7;415;36,8;0;0;0,5;0,7;6904;
2020-05-16 15:00:00;20,84;5;589;36,43;0;0;0,7;1,1;6904;
2020-05-16 14:00:00;19,02;4,7;705;39,46;0;0;1;1,4;6904;
2020-05-16 13:00:00;17,89;5;752;43,39;0;0;0,7;0,9;6904;
2020-05-16 12:00:00;15,83;4,9;718;48,86;0;0;0,9;1,4;6904;
2020-05-16 11:00:00;13,73;5,6;604;59,04;0;0;0,5;0,8;6914;
2020-05-16 10:00:00;10,93;6,9;452;77,6;0;0;0,1;0,5;6914;
2020-05-16 09:00:00;8,31;8,2;219;100;0;0;0;0;6922;
2020-05-16 08:00:00;5,46;5,4;61;100;0;0;0;0;6914;
2020-05-16 07:00:00;4,29;4,2;0;100;0;0;0;0;6542;
2020-05-16 06:00:00;4,54;4,5;0;100;0,2;0;0;0;6542;
2020-05-16 05:00:00;4,98;4,9;0;99,94;0;0;0;0;6532;
2020-05-16 04:00:00;5,43;5,1;0;99;0;0;0;0;6552;
2020-05-16 03:00:00;5,68;5,2;0;97,58;0;0;0;0;6552;
2020-05-16 02:00:00;5,99;5,3;0;96,19;0;0;0;0;6542;
2020-05-16 01:00:00;6,49;5,4;0;93,64;0;0;0;0;6552;
2020-05-16 00:00:00;7,16;5,3;0;88,89;0;0;0;0;6562;1,5
2020-05-15 23:00:00;7,94;5;0;82,93;0;0;0;0;6552;
2020-05-15 22:00:00;8,58;5;0;79,19;0;0;0;0;6582;
2020-05-15 21:00:00;9,34;5,1;0;75,65;0;0;0;0;6590;
2020-05-15 20:00:00;10,23;5;0;70,68;0;0;0;0,2;6610;
2020-05-15 19:00:00;11,41;5,1;0;65,85;0;0;0;0,2;6678;
2020-05-15 18:00:00;13,69;4,8;23;56,26;0;0;0;0,1;6738;
2020-05-15 17:00:00;17,16;4,7;220;44,26;0;0;0,3;0,5;6894;
2020-05-15 16:00:00;18,18;5;439;42,35;0;0;0,4;0,6;6914;
2020-05-15 15:00:00;17,59;5,6;616;45,82;0;0;0,7;1,1;6914;
2020-05-15 14:00:00;16,95;5,5;731;47,3;0;0;0,5;1,1;6904;
2020-05-15 13:00:00;15,84;4,8;779;48,86;0;0;0,4;0,7;6914;
2020-05-15 12:00:00;12,79;6,6;752;67,49;0;0;0,4;0,8;6914;
2020-05-15 11:00:00;8,87;8,2;608;96,4;0;0;0,4;1,3;6922;
2020-05-15 10:00:00;6,16;6,1;295;100;0;0;0;0,1;6922;
2020-05-15 09:00:00;4,51;4,4;72;100;0;0;0;0;6904;
2020-05-15 08:00:00;3,72;3,6;23;100;0;0;0;0;6678;
2020-05-15 07:00:00;4,28;4,2;0;100;0;0;0;0;6542;
2020-05-15 06:00:00;4,03;3,9;0;100;0,2;0;0;0;6562;
2020-05-15 05:00:00;3,66;3,4;0;99,08;0;0;0;0;6562;
2020-05-15 04:00:00;4,53;3,8;0;96,26;0;0;0;0;6552;
2020-05-15 03:00:00;6,09;4,8;0;92,5;0;0;0;0;6572;
2020-05-15 02:00:00;6,16;4,9;0;92,98;0;0;0;0;6572;
2020-05-15 01:00:00;7,12;4,6;0;85,26;0;0;0;0;6572;
2020-05-15 00:00:00;6,68;5;0;90,18;0;0;0;0;6582;1,5
2020-05-14 23:00:00;7,03;5;0;87,85;0;0;0;0;6562;
2020-05-14 22:00:00;8,29;5,5;0;83,42;0;0;0;0,1;6562;
2020-05-14 21:00:00;8,49;5,7;0;83,57;0;0;0;0,2;6610;
2020-05-14 20:00:00;9,12;5,8;0;80,28;0;0;0;0,1;6640;
2020-05-14 19:00:00;10,09;5,3;0;73,11;0;0;0;0,1;6688;
2020-05-14 18:00:00;12,48;4,9;27;60,76;0;0;0;0,2;6776;
2020-05-14 17:00:00;14,3;4;152;50,79;0;0;0,1;0,2;6874;
2020-05-14 16:00:00;15,46;3,4;320;45,39;0;0;0,5;1,1;6894;
2020-05-14 15:00:00;16,23;4,2;482;45,39;0;0;0,5;1,3;6914;
2020-05-14 14:00:00;16,25;4,5;713;46,28;0;0;0,7;1,1;6914;
2020-05-14 13:00:00;16,24;4,8;761;47,48;0;0;0,5;1,4;6904;
2020-05-14 12:00:00;15,63;5,7;737;52,45;0;0;0,5;0,9;6854;
2020-05-14 11:00:00;15,11;5,8;651;54,74;0;0;0,2;0,6;6914;
2020-05-14 10:00:00;13,3;7,4;466;68,87;0;0;0,2;0,6;6914;
2020-05-14 09:00:00;11,04;8,5;204;85,52;0;0;0;0,4;6914;
2020-05-14 08:00:00;7,43;6,6;22;95,64;0;0;0;0;6756;
2020-05-14 07:00:00;8,13;5,2;0;82,92;0;0;0;0,2;6562;
2020-05-14 06:00:00;9,16;7,8;0;92,5;0;0;0;0,1;6572;
2020-05-14 05:00:00;11,32;11,2;0;100;0;0;0;0,2;6572;
2020-05-14 04:00:00;11,73;11,6;0;100;0;0;0;0;6582;
2020-05-14 03:00:00;11,85;11,8;0;100;0;0;0;0;6590;
2020-05-14 02:00:00;11,88;11,7;0;99,82;0;0;0;0;6590;
2020-05-14 01:00:00;12,22;11,8;0;98,35;0;0;0;0;6590;
2020-05-14 00:00:00;12,21;11,6;0;97,17;0;0;0;0;6582;0,9
2020-05-13 23:00:00;12,21;11,6;0;97,06;0;0;0;0,1;6590;
2020-05-13 22:00:00;12,39;11,9;0;97,91;0;0;0,1;0,8;6610;
2020-05-13 21:00:00;12,98;12,7;0;99,28;0;0;0,2;0,5;6600;
2020-05-13 20:00:00;13,72;13,6;0;100;0;0;0,2;0,5;6630;
2020-05-13 19:00:00;15,02;14,9;0;100;0,4;0;0;0,3;6640;
2020-05-13 18:00:00;16,05;15,5;0;97,65;0,6;0;0,1;1,3;6660;
2020-05-13 17:00:00;18,86;15,5;161;81,72;0;0;0,2;0,8;6786;
2020-05-13 16:00:00;18,83;16,5;330;87,56;0;30;0,3;1,1;6904;
2020-05-13 15:00:00;17,08;16,6;131;98,08;0,4;60;0,3;1;6914;
2020-05-13 14:00:00;17,36;17,1;162;99,39;0,6;60;0,3;0,7;6884;
2020-05-13 13:00:00;17,42;16,9;184;97,82;0;60;0,2;0,6;6894;
2020-05-13 12:00:00;17,15;16,9;135;99,3;0;60;0,3;0,6;6844;
2020-05-13 11:00:00;17,12;17;141;100;0;60;0;0,2;6776;
2020-05-13 10:00:00;16,53;16,4;32;100;0;60;0;0;6590;
2020-05-13 09:00:00;16,33;16,2;27;100;0;60;0;0;6582;
2020-05-13 08:00:00;16,16;16,1;0;100;0;60;0;0;6522;
2020-05-13 07:00:00;16,02;16;0;100;0;60;0;0;6502;
2020-05-13 06:00:00;16;15,9;0;100;0;60;0;0;6494;
2020-05-13 05:00:00;16;15,9;0;100;0;60;0;0;6502;
2020-05-13 04:00:00;16,16;16,1;0;100;0,2;60;0;0;6494;
2020-05-13 03:00:00;16,51;16,2;0;99,3;0,6;60;0;0,2;6512;
2020-05-13 02:00:00;16,55;16,3;0;99,72;0;60;0,1;0,3;6512;
2020-05-13 01:00:00;16,74;16,5;0;99,52;0;60;0,4;1;6502;
2020-05-13 00:00:00;16,66;16,6;0;100;0;60;0,1;0,4;6512;0,6
2020-05-12 23:00:00;16,59;16,5;0;100;0;60;0,2;0,4;6512;
2020-05-12 22:00:00;16,75;16,7;0;100;0;60;0,1;0,4;6502;
2020-05-12 21:00:00;16,49;16,4;0;100;0;60;0;0;6502;
2020-05-12 20:00:00;16,34;16,3;0;100;0;60;0;0;6512;
2020-05-12 19:00:00;16,37;16,3;0;100;1;60;0;0,1;6522;
2020-05-12 18:00:00;16,81;16,7;0;100;0,2;60;0;0;6512;
2020-05-12 17:00:00;17,1;17;9;100;1;60;0;0,1;6542;
2020-05-12 16:00:00;17,39;17,3;18;100;0,2;60;0;0;6610;
2020-05-12 15:00:00;17,67;17,6;21;100;0;60;0;0;6668;
2020-05-12 14:00:00;17,67;17,6;44;100;0,2;60;0;0;6728;
2020-05-12 13:00:00;17,73;17,6;45;100;0,4;60;0;0;6748;
2020-05-12 12:00:00;17,83;17,7;51;100;1,4;60;0;0;6728;
2020-05-12 11:00:00;17,65;17,6;52;100;4,4;60;0;0,1;6708;
2020-05-12 10:00:00;17,47;17,4;13;100;6,8;60;0;0,1;6562;
2020-05-12 09:00:00;17,4;17,3;23;100;1,8;60;0;0,2;6572;
2020-05-12 08:00:00;17,26;17,2;0;100;2,6;60;0;0,3;6532;
2020-05-12 07:00:00;17,32;17,2;0;100;6,2;60;0,2;0,7;6542;
2020-05-12 06:00:00;17,38;17,3;0;100;3,8;60;0,2;0,8;6542;
2020-05-12 05:00:00;17,61;17,2;0;98,74;3,6;10;0,2;1,1;6532;
2020-05-12 04:00:00;18,16;16,8;0;92,88;1;0;0,1;0,5;6552;
2020-05-12 03:00:00;18,22;16,8;0;92,32;0;0;0;0,5;6552;
2020-05-12 02:00:00;18,28;16,9;0;92,67;0;0;0,2;0,5;6552;
2020-05-12 01:00:00;18,13;17,3;0;95,61;0,2;0;0,2;0,8;6552;
2020-05-12 00:00:00;18,08;17,5;0;97,04;0;0;0;0,2;6552;2,2
2020-05-11 23:00:00;18,17;17,8;0;98,71;0;0;0,5;1,2;6542;
2020-05-11 22:00:00;19,01;17;0;89,54;0,2;0;0,2;0,7;6552;
2020-05-11 21:00:00;19,8;16,2;0;81,07;0;0;0,2;0,3;6552;
2020-05-11 20:00:00;22,09;14,1;0;61,48;0;0;0,3;1,3;6552;
2020-05-11 19:00:00;22,26;13;0;56,58;0;0;0;0;6590;
2020-05-11 18:00:00;24,17;12,8;17;49,89;0;0;0;0,2;6660;
2020-05-11 17:00:00;25,42;12,7;108;45,95;0;0;0,5;1;6874;
2020-05-11 16:00:00;26,15;12,3;215;42,76;0;0;0,7;1,1;6894;
2020-05-11 15:00:00;26,89;11,8;435;39,78;0;0;1,4;2,3;6874;
2020-05-11 14:00:00;26,48;11,6;655;40,33;0;0;1,8;2,3;6904;
2020-05-11 13:00:00;25,73;11,5;656;41,65;0;0;1,4;2,2;6894;
2020-05-11 12:00:00;24,21;11,2;661;44,68;0;0;0,9;1,4;6904;
2020-05-11 11:00:00;22,52;10,8;599;48,15;0;0;0,6;1;6904;
2020-05-11 10:00:00;21,16;10,5;484;51,36;0;0;0,8;1,2;6904;
2020-05-11 09:00:00;18,46;10,2;227;59,25;0;0;0,6;1,1;6914;
2020-05-11 08:00:00;16,65;10;70;65,86;0;0;0,6;1,1;6904;
2020-05-11 07:00:00;15,38;10,3;0;72,75;0;0;0,3;0,7;6522;
2020-05-11 06:00:00;15,42;10,6;0;73,66;0;0;0,1;0,2;6542;
2020-05-11 05:00:00;15,81;10,7;0;72,5;0;0;0,2;0,7;6552;
2020-05-11 04:00:00;15,72;10,7;0;73,05;0;0;0;0;6532;
2020-05-11 03:00:00;15,75;10,6;0;72,41;0;0;0;0,2;6542;
2020-05-11 02:00:00;16,81;10,5;0;67,15;0;0;0,4;0,9;6562;
2020-05-11 01:00:00;17,46;10,2;0;63,23;0;0;0,2;0,7;6562;
2020-05-11 00:00:00;17,94;9,6;0;59,04;0;0;0,3;1,1;6542;2,4
2020-05-10 23:00:00;17,78;9,6;0;59,6;0;0;0;0;6552;
2020-05-10 22:00:00;18,78;9,5;0;55,43;0;0;0;0;6552;
2020-05-10 21:00:00;18,88;9,6;0;55,49;0;0;0;0;6552;
2020-05-10 20:00:00;18,78;9,7;0;56,54;0;0;0;0;6562;
2020-05-10 19:00:00;19,73;9,9;0;53,82;0;0;0;0;6610;
2020-05-10 18:00:00;22,57;10,2;28;46,6;0;0;0;0,1;6708;
2020-05-10 17:00:00;25,16;9,9;244;38,74;0;0;0,5;1,2;6884;
2020-05-10 16:00:00;24,93;9,3;410;37,68;0;0;1,3;1,7;6904;
2020-05-10 15:00:00;25,57;8,9;567;35,59;0;0;1,8;2,3;6904;
2020-05-10 14:00:00;25,11;10;745;39,36;0;0;1,9;2,6;6904;
2020-05-10 13:00:00;23,32;10,5;777;45,04;0;0;1,9;2,9;6904;
2020-05-10 12:00:00;22,1;10,4;760;48,47;0;0;1,4;1,9;6904;
2020-05-10 11:00:00;20,14;10,1;642;53,19;0;0;0,7;1,1;6904;
2020-05-10 10:00:00;18,28;9,8;487;58,3;0;0;0,4;0,8;6904;
2020-05-10 09:00:00;15,92;9,5;277;66,78;0;0;0,8;1,2;6914;
2020-05-10 08:00:00;13,8;9,4;65;75,37;0;0;0,9;1,2;6894;
2020-05-10 07:00:00;13,17;9,2;0;77,85;0;0;0,9;1,5;6542;
2020-05-10 06:00:00;13,07;9;0;77,1;0;0;0,7;1,3;6542;
2020-05-10 05:00:00;13,36;8,6;0;73,8;0;0;0,7;1,1;6552;
2020-05-10 04:00:00;13,36;8,3;0;72,51;0;0;0,3;0,5;6552;
2020-05-10 03:00:00;14,11;8,2;0;68,48;0;0;0,4;1;6542;
2020-05-10 02:00:00;14,08;8,4;0;69,7;0;0;0,5;0,8;6542;
2020-05-10 01:00:00;14,12;8,5;0;69,87;0;0;0,1;0,3;6542;
2020-05-10 00:00:00;15;8,3;0;64,85;0;0;0,1;0,6;6542;2
2020-05-09 23:00:00;15,65;7,6;0;59,74;0;0;0;0;6552;
2020-05-09 22:00:00;16,03;7,1;0;56,26;0;0;0;0;6532;
2020-05-09 21:00:00;15,7;7;0;57,18;0;0;0;0,2;6542;
2020-05-09 20:00:00;17,37;6,9;0;50,92;0;0;0,2;0,4;6590;
2020-05-09 19:00:00;17,56;7,2;0;51,45;0;0;0,2;0,4;6630;
2020-05-09 18:00:00;19,47;7,4;29;46,49;0;0;0;0,2;6728;
2020-05-09 17:00:00;22,55;7,5;169;38,45;0;0;0;0,2;6894;
2020-05-09 16:00:00;24,11;7,7;448;35,59;0;0;0,3;0,7;6904;
2020-05-09 15:00:00;23,89;7,4;620;35,59;0;0;0,3;0,7;6894;
2020-05-09 14:00:00;23,14;8;743;38,51;0;0;0,6;1;6904;
2020-05-09 13:00:00;21,41;8,4;801;43,8;0;0;0,6;1,2;6904;
2020-05-09 12:00:00;19,29;8,3;770;49,8;0;0;0,8;1,2;6904;
2020-05-09 11:00:00;17,16;8;666;55,43;0;0;1;1,4;6914;
2020-05-09 10:00:00;15,09;7,6;498;61,68;0;0;1;1,6;6914;
2020-05-09 09:00:00;13,38;7;286;66,13;0;0;0,5;1,1;6914;
2020-05-09 08:00:00;10,32;6,3;69;77,46;0;0;0;0,7;6914;
2020-05-09 07:00:00;9,36;5,8;0;79,31;0;0;0;0,2;6522;
2020-05-09 06:00:00;9,94;5,6;0;75,34;0;0;0;0,3;6542;
2020-05-09 05:00:00;10,24;4,9;0;70,4;0;0;0,1;0,3;6532;
2020-05-09 04:00:00;10,21;4,2;0;67,38;0;0;0;0,3;6532;
2020-05-09 03:00:00;10,03;4,6;0;70,04;0;0;0;0,2;6552;
2020-05-09 02:00:00;9,1;5,1;0;77,14;0;0;0;0,1;6532;
2020-05-09 01:00:00;8,81;5,5;0;80,77;0;0;0;0;6552;
2020-05-09 00:00:00;9,41;4,8;0;73,61;0;0;0;0;6532;1,8
2020-05-08 23:00:00;10,56;4,2;0;66,05;0;0;0;0;6552;
2020-05-08 22:00:00;11,93;4;0;59,06;0;0;0;0;6542;
2020-05-08 21:00:00;12,74;5;0;60,15;0;0;0;0,2;6552;
2020-05-08 20:00:00;13,26;5,4;0;59,88;0;0;0;0,5;6590;
2020-05-08 19:00:00;14,17;5,6;0;57,08;0;0;0;0,1;6668;
2020-05-08 18:00:00;17,84;6,5;33;48,57;0;0;0,1;0,8;6756;
2020-05-08 17:00:00;20,75;7,5;225;43,01;0;0;0,4;0,8;6894;
2020-05-08 16:00:00;21,53;7,1;446;39,85;0;0;0,6;1,3;6904;
2020-05-08 15:00:00;21,02;7,5;623;42,33;0;0;0,9;1,4;6904;
2020-05-08 14:00:00;20,27;7,6;751;44,52;0;0;1;1,2;6904;
2020-05-08 13:00:00;18,95;7,4;800;47,9;0;0;0,7;1,1;6904;
2020-05-08 12:00:00;16,79;7,8;768;56,12;0;0;0,5;0,9;6904;
2020-05-08 11:00:00;13,02;8,4;662;75,05;0;0;0,5;0,7;6914;
2020-05-08 10:00:00;8,55;8,5;322;100;0;0;0,3;1;6922;
2020-05-08 09:00:00;6,19;6,1;110;100;0;0;0;0,1;6864;
2020-05-08 08:00:00;4,46;4,4;37;100;0;0;0;0;6776;
2020-05-08 07:00:00;4,73;4,6;0;100;0,2;0;0;0;6532;
2020-05-08 06:00:00;5,23;5,1;0;100;0;0;0;0;6542;
2020-05-08 05:00:00;5,66;5,6;0;100;0;0;0;0;6522;
2020-05-08 04:00:00;5,95;5,8;0;99,69;0;0;0;0;6552;
2020-05-08 03:00:00;6,25;5,9;0;98,56;0;0;0;0;6532;
2020-05-08 02:00:00;6,49;5,8;0;96,14;0;0;0;0;6552;
2020-05-08 01:00:00;7,07;5,9;0;93,15;0;0;0;0;6552;
2020-05-08 00:00:00;7,47;6,1;0;91,94;0;0;0;0;6542;1,6
2020-05-07 23:00:00;8,03;6,1;0;88,6;0;0;0;0;6552;
2020-05-07 22:00:00;8,84;6,4;0;85,69;0;0;0;0;6542;
2020-05-07 21:00:00;8,47;6,6;0;88,66;0;0;0;0;6562;
2020-05-07 20:00:00;9,2;6,5;0;84,15;0;0;0;0;6610;
2020-05-07 19:00:00;11,36;6,4;0;72,43;0;0;0;0,1;6688;
2020-05-07 18:00:00;14,01;6,2;38;60,4;0;0;0;0,2;6756;
2020-05-07 17:00:00;16,26;6,3;246;52,61;0;0;0,5;1,2;6904;
2020-05-07 16:00:00;16,95;6,6;374;51,35;0;0;0,6;1;6914;
2020-05-07 15:00:00;17,76;6,9;643;49,58;0;0;0,7;1,4;6914;
2020-05-07 14:00:00;16,43;7;734;54,52;0;0;0,5;0,9;6904;
2020-05-07 13:00:00;15,13;7;639;59,21;0;0;0,5;1,2;6904;
2020-05-07 12:00:00;14,2;6,8;568;61,84;0;0;0,3;0,8;6914;
2020-05-07 11:00:00;12,25;7,1;562;71,83;0;0;0,2;0,6;6914;
2020-05-07 10:00:00;8,54;8,2;314;98,4;0;0;0;0,1;6914;
2020-05-07 09:00:00;6,82;6,7;105;100;0;0;0;0;6904;
2020-05-07 08:00:00;5,77;5,7;27;100;0;0;0;0;6668;
2020-05-07 07:00:00;4,72;4,6;0;99,81;0;0;0;0;6542;
2020-05-07 06:00:00;4,58;4,2;0;98,81;0;0;0;0;6542;
2020-05-07 05:00:00;5,28;4,9;0;98,14;0;0;0;0;6552;
2020-05-07 04:00:00;5,25;4,6;0;96,23;0;0;0;0;6532;
2020-05-07 03:00:00;6,41;4,7;0;90,05;0;0;0;0,1;6542;
2020-05-07 02:00:00;7,34;4,9;0;85,89;0;0;0;0;6562;
2020-05-07 01:00:00;7,4;5,1;0;86,19;0;0;0;0;6562;
2020-05-07 00:00:00;8,06;5,3;0;84,01;0;0;0;0;6552;1,4
2020-05-06 23:00:00;8,83;5,7;0;81,59;0;0;0;0;6572;
2020-05-06 22:00:00;8,96;4,9;0;76,73;0;0;0;0;6572;
2020-05-06 21:00:00;8,79;4,8;0;76,88;0;0;0;0;6582;
2020-05-06 20:00:00;9,07;4,8;0;75,65;0;0;0;0,1;6590;
2020-05-06 19:00:00;8,84;5,4;0;79,91;0;0;0;0;6660;
2020-05-06 18:00:00;10,62;5,7;13;72,53;0;0;0;0,2;6728;
2020-05-06 17:00:00;13,48;5,8;248;60,82;0;0;0,6;1,3;6884;
2020-05-06 16:00:00;13,48;5,9;226;61,34;0;0;0,5;0,8;6914;
2020-05-06 15:00:00;13,66;6,2;499;61,54;0;0;0,4;1,1;6914;
2020-05-06 14:00:00;12,25;6,2;310;67,35;0;0;0,6;1,1;6914;
2020-05-06 13:00:00;11,56;6,2;236;70,61;0;0;0,5;0,9;6914;
2020-05-06 12:00:00;11,06;6,1;235;72,03;0;0;0,4;0,7;6914;
2020-05-06 11:00:00;12,19;6;325;66,64;0;0;0,5;0,9;6904;
2020-05-06 10:00:00;11,63;6,2;556;70,14;0;0;0,5;0,8;6914;
2020-05-06 09:00:00;10,03;6,5;310;79,61;0;0;0,3;0,8;6922;
2020-05-06 08:00:00;7,83;6,4;55;91,44;0;0;0;0,2;6894;
2020-05-06 07:00:00;8,03;6,1;0;88,49;0;0;0,2;0,7;6502;
2020-05-06 06:00:00;9,15;6,4;0;83,98;0;0;0,3;0,8;6502;
2020-05-06 05:00:00;10,19;7;0;81,4;0;0;0,3;0,7;6512;
2020-05-06 04:00:00;10,88;8;0;83,37;0;0;0,4;1,1;6532;
2020-05-06 03:00:00;12,07;10,3;0;89,67;0;0;0,7;1,2;6542;
2020-05-06 02:00:00;13,93;13,6;0;98,8;0;0;0,6;1,4;6532;
2020-05-06 01:00:00;14,95;14,9;0;100;0;0;0;0;6552;
2020-05-06 00:00:00;15,41;15,3;0;100;0;0;0;0;6562;0,9
2020-05-05 23:00:00;15,69;15,6;0;100;0;0;0;0;6552;
2020-05-05 22:00:00;15,78;15,7;0;100;0,2;0;0;0;6572;
2020-05-05 21:00:00;15,87;15,8;0;100;0,2;0;0;0,1;6562;
2020-05-05 20:00:00;15,65;15,5;0;99,98;0;0;0;0;6572;
2020-05-05 19:00:00;15,74;15,3;0;98,07;0;0;0;0;6590;
2020-05-05 18:00:00;16,53;15,3;0;93,41;0;0;0;0,1;6610;
2020-05-05 17:00:00;17,63;15,3;29;87,5;0;0;0;0;6748;
2020-05-05 16:00:00;17,96;15,2;121;85,05;0;0;0;0;6894;
2020-05-05 15:00:00;17,72;15,1;166;85,54;0;50;0;0,2;6894;
2020-05-05 14:00:00;16,89;15,3;140;91,07;0;60;0,1;0,4;6904;
